Timestamp,Safety FirstLevel,Check your branchesLevel,Check your classesLevel,Line-by-lineLevel,Check your methodsLevel,Bug FinderLevel,Class Reviewer - BranchesLevel,Class Reviewer - LinesLevel,Class Reviewer - MethodsLevel,Double checkLevel,Shine in new splendourLevel,The Method ExtractorLevel,The Method InlinerLevel,The EponymLevel,Test FixerLevel,Gotta Catch ’Em AllLevel,The DebuggerLevel,Test ExecutorLevel,The TesterLevel,The Tester - AdvancedLevel,Take some breaksLevel,Make Your ChoiceLevel,On the WatchLevel,Break the LineLevel,Break the MethodLevel,Assert and TestedLevel,Safety FirstProgress,Check your branchesProgress,Check your classesProgress,Line-by-lineProgress,Check your methodsProgress,Bug FinderProgress,Class Reviewer - BranchesProgress,Class Reviewer - LinesProgress,Class Reviewer - MethodsProgress,Double checkProgress,Shine in new splendourProgress,The Method ExtractorProgress,The Method InlinerProgress,The EponymProgress,Test FixerProgress,Gotta Catch ’Em AllProgress,The DebuggerProgress,Test ExecutorProgress,The TesterProgress,The Tester - AdvancedProgress,Take some breaksProgress,Make Your ChoiceProgress,On the WatchProgress,Break the LineProgress,Break the MethodProgress,Assert and TestedProgress
2023-06-26 11:37:54.142,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,2,2,2,2,0,1,0,0,2,0,2,42,0,6,51,0,4,0,1,0,40,0,0,0,0,0,11,31,214,120,0,26,0,0,24,0,111
2023-06-26 11:37:54.146,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,2,2,2,2,0,1,0,0,2,0,2,42,0,6,51,0,4,0,1,0,40,0,0,0,0,0,11,31,215,120,0,26,0,0,24,0,111
2023-06-26 11:37:54.148,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,2,2,2,2,0,1,0,0,2,0,2,42,0,6,51,0,4,0,1,0,40,0,0,0,0,0,11,31,215,121,0,26,0,0,24,0,111
2023-06-26 11:42:23.981,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,2,2,2,2,0,1,0,0,2,0,2,42,0,6,51,0,4,0,1,0,40,0,0,0,0,0,11,31,216,121,0,26,0,0,24,0,111
2023-06-26 11:42:23.984,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,2,2,2,2,0,1,0,0,2,0,2,42,0,6,51,0,4,0,1,0,40,0,0,0,0,0,11,31,216,122,0,26,0,0,24,0,111
2023-06-26 11:45:27.946,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,2,2,2,2,0,1,0,0,2,0,2,42,0,6,51,0,4,0,1,0,40,0,0,0,0,0,11,31,217,122,0,26,0,0,24,0,111
2023-06-26 11:45:27.949,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,2,2,2,2,0,1,0,0,2,0,2,42,0,6,51,0,4,0,1,0,40,0,0,0,0,0,11,31,217,123,0,26,0,0,24,0,111
2023-06-26 11:45:36.594,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,2,2,2,2,0,1,0,0,2,0,2,42,0,6,51,0,4,0,1,0,40,0,0,0,0,0,11,31,218,123,0,26,0,0,24,0,111
2023-06-26 11:45:36.604,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,2,2,2,2,0,1,0,0,2,0,2,42,0,6,51,0,4,0,1,0,40,0,0,0,0,0,11,31,218,124,0,26,0,0,24,0,111
2023-06-26 11:49:53.484,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,2,2,2,2,0,1,0,0,2,0,2,42,0,6,51,0,4,0,1,0,40,0,0,0,0,0,11,31,219,124,0,26,0,0,24,0,111
2023-06-26 11:49:53.487,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,2,2,2,2,0,1,0,0,2,0,2,42,0,6,51,0,4,0,1,0,40,0,0,0,0,0,11,31,219,125,0,26,0,0,24,0,111
2023-06-26 11:50:11.53,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,2,2,2,2,0,1,0,0,2,0,2,42,0,6,51,0,4,0,1,0,40,0,0,0,0,0,11,32,219,125,0,26,0,0,24,0,111
2023-06-26 11:50:12.209,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,2,2,2,2,0,1,0,0,2,0,2,42,0,6,51,0,4,0,1,0,40,0,0,0,0,0,11,32,220,125,0,26,0,0,24,0,111
2023-06-26 11:50:12.211,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,2,2,2,2,0,1,0,0,2,0,2,42,0,6,51,0,4,0,1,0,40,0,0,0,0,0,11,32,220,126,0,26,0,0,24,0,111
2023-06-26 11:50:21.334,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,2,2,2,2,0,1,0,0,2,0,2,42,0,6,51,0,4,0,1,0,40,0,0,0,0,0,11,32,220,126,0,27,0,0,24,0,111
2023-06-26 11:50:21.347,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,2,2,2,2,0,1,0,0,2,0,2,42,0,6,51,0,4,0,1,0,40,0,0,0,0,0,11,32,220,126,0,27,0,0,25,0,111
2023-06-26 11:50:24.788,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,2,2,2,2,0,1,0,0,2,0,2,42,0,6,51,0,4,0,1,0,40,0,0,0,0,0,11,33,220,126,0,27,0,0,25,0,111
2023-06-26 11:51:44.877,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,2,2,2,2,0,1,0,0,2,0,2,42,0,6,51,0,4,0,1,0,40,0,0,0,0,0,11,33,221,126,0,27,0,0,25,0,111
2023-06-26 11:51:44.88,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,2,2,2,2,0,1,0,0,2,0,2,42,0,6,51,0,4,0,1,0,40,0,0,0,0,0,11,33,221,127,0,27,0,0,25,0,111
2023-06-26 11:51:44.946,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,2,2,2,2,0,1,0,0,2,0,2,42,0,6,51,0,4,0,1,0,40,0,0,0,0,0,11,34,221,127,0,27,0,0,25,0,111
2023-06-26 11:51:59.83,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,2,2,2,2,0,1,0,0,2,0,2,42,0,6,51,0,4,0,1,0,40,0,0,0,0,0,11,34,222,127,0,27,0,0,25,0,111
2023-06-26 11:51:59.833,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,2,2,2,2,0,1,0,0,2,0,2,42,0,6,51,0,4,0,1,0,40,0,0,0,0,0,11,34,222,128,0,27,0,0,25,0,111
2023-06-26 11:52:00.423,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,2,2,2,2,0,1,0,0,2,0,2,42,0,6,51,0,4,0,1,0,40,0,0,0,0,0,11,34,223,128,0,27,0,0,25,0,111
2023-06-26 11:52:00.426,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,2,2,2,2,0,1,0,0,2,0,2,42,0,6,51,0,4,0,1,0,40,0,0,0,0,0,11,34,223,129,0,27,0,0,25,0,111
2023-06-26 11:52:55.941,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,2,2,2,2,0,1,0,0,2,0,2,42,0,6,51,0,4,0,1,0,40,0,0,0,0,0,11,35,223,129,0,27,0,0,25,0,111
2023-06-26 11:53:33.76,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,2,2,2,2,0,1,0,0,2,0,2,42,0,6,51,0,4,0,1,0,40,0,0,0,0,0,11,35,224,129,0,27,0,0,25,0,111
2023-06-26 11:53:33.762,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,2,2,2,2,0,1,0,0,2,0,2,42,0,6,51,0,4,0,1,0,40,0,0,0,0,0,11,35,224,130,0,27,0,0,25,0,111
2023-06-26 12:04:43.902,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,2,2,2,2,0,1,0,0,2,0,2,42,0,6,51,0,4,0,1,0,40,0,0,0,0,0,11,36,224,130,0,27,0,0,25,0,111
2023-06-26 12:05:01.408,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,2,2,2,2,0,1,0,0,2,0,2,42,0,6,51,0,4,0,1,0,40,0,0,0,0,0,11,36,225,130,0,27,0,0,25,0,111
2023-06-26 12:05:01.411,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,2,2,2,2,0,1,0,0,2,0,2,42,0,6,51,0,4,0,1,0,40,0,0,0,0,0,11,36,225,131,0,27,0,0,25,0,111
2023-06-26 12:08:57.174,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,2,2,2,2,0,1,0,0,2,0,2,42,0,6,51,0,4,0,1,0,40,0,0,0,0,0,11,37,225,131,0,27,0,0,25,0,111
2023-06-26 12:09:17.142,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,2,2,2,2,0,1,0,0,2,0,2,42,0,6,51,0,4,0,1,0,40,0,0,0,0,0,11,37,225,131,0,27,0,0,25,0,111
2023-06-26 12:09:17.152,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,2,2,2,2,0,1,0,0,2,0,2,42,0,6,51,0,5,0,1,0,40,0,0,0,0,0,11,37,225,131,0,27,0,0,25,0,111
2023-06-26 12:09:20.287,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,2,2,2,2,0,1,0,0,2,0,2,42,0,6,51,0,5,0,1,0,40,0,0,0,0,0,11,37,226,131,0,27,0,0,25,0,111
2023-06-26 12:09:20.29,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,2,2,2,2,0,1,0,0,2,0,2,42,0,6,51,0,5,0,1,0,40,0,0,0,0,0,11,37,226,132,0,27,0,0,25,0,111
2023-06-26 12:09:20.861,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,2,2,2,2,0,1,0,0,2,0,2,42,0,6,51,0,5,0,1,0,40,0,0,0,0,0,11,37,226,132,0,27,0,0,25,0,111
2023-06-26 12:09:20.865,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,2,2,2,2,0,1,0,0,2,0,2,42,0,6,51,0,5,0,1,0,40,0,0,0,0,0,11,37,227,132,0,27,0,0,25,0,111
2023-06-26 12:09:20.867,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,2,2,2,2,0,1,0,0,2,0,2,42,0,6,51,0,5,0,1,0,40,0,0,0,0,0,11,37,227,133,0,27,0,0,25,0,111
2023-06-26 12:09:33.457,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,2,2,2,2,0,1,0,0,2,0,2,42,0,6,51,0,5,0,1,0,40,0,0,0,0,0,11,37,227,133,0,27,0,0,25,0,111
2023-06-26 12:09:33.458,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,2,2,2,2,0,1,0,0,2,0,2,42,0,6,51,0,6,0,1,0,40,0,0,0,0,0,11,37,227,133,0,27,0,0,25,0,111
2023-06-26 12:09:33.462,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,2,2,2,2,0,1,0,0,2,0,2,42,0,6,51,0,6,0,1,0,40,0,0,0,0,0,11,37,228,133,0,27,0,0,25,0,111
2023-06-26 12:09:33.464,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,2,2,2,2,0,1,0,0,2,0,2,42,0,6,51,0,6,0,1,0,40,0,0,0,0,0,11,37,228,134,0,27,0,0,25,0,111
2023-06-26 12:09:36.959,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,2,2,2,2,0,1,0,0,2,0,2,42,0,6,51,0,6,0,1,0,40,0,0,0,0,0,11,37,228,134,0,27,0,0,25,0,111
2023-06-26 12:09:36.963,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,2,2,2,2,0,1,0,0,2,0,2,42,0,6,51,0,6,0,1,0,40,0,0,0,0,0,11,37,228,134,0,27,0,0,25,0,111
2023-06-26 12:09:36.966,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,2,2,2,2,0,1,0,0,2,0,2,42,0,6,51,0,6,0,1,0,40,0,0,0,0,0,11,37,228,134,0,27,0,0,25,0,111
2023-06-26 12:09:36.975,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,2,2,2,2,0,1,0,0,2,0,2,42,0,6,51,0,6,0,1,0,40,0,0,0,0,0,11,37,228,134,0,27,0,0,25,0,112
2023-06-26 12:09:37.002,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,2,2,2,2,0,1,0,0,2,0,2,42,0,6,51,0,6,0,1,0,40,0,0,0,0,0,11,37,235,134,0,27,0,0,25,0,112
2023-06-26 12:09:37.005,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,2,2,2,2,0,1,0,0,2,0,2,42,0,6,51,0,6,0,1,0,40,0,0,0,0,0,11,37,235,135,0,27,0,0,25,0,112
2023-06-26 12:11:15.213,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,2,2,2,2,0,1,0,0,2,0,2,42,0,6,51,0,6,0,1,0,40,0,0,0,0,0,11,37,235,135,0,27,0,0,25,0,112
2023-06-26 12:11:15.216,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,2,2,2,2,0,1,0,0,2,0,2,42,0,6,51,0,6,0,1,0,40,0,0,0,0,0,11,37,235,135,0,27,0,0,25,0,112
2023-06-26 12:11:15.218,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,2,2,2,2,0,1,0,0,2,0,2,42,0,6,51,0,6,0,1,0,40,0,0,0,0,0,11,37,235,135,0,27,0,0,25,0,112
2023-06-26 12:11:15.221,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,2,2,2,2,0,1,0,0,2,0,2,42,0,6,51,0,6,0,1,0,40,0,0,0,0,0,11,37,235,135,0,27,0,0,25,0,112
2023-06-26 12:11:15.221,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,2,2,2,2,0,1,0,0,2,0,2,42,0,6,51,0,7,0,1,0,40,0,0,0,0,0,11,37,235,135,0,27,0,0,25,0,112
2023-06-26 12:11:15.225,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,2,2,2,2,0,1,0,0,2,0,2,42,0,6,51,0,7,0,1,0,40,0,0,0,0,0,11,37,235,135,0,27,0,0,25,0,113
2023-06-26 12:11:15.25,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,2,2,2,2,0,1,0,0,2,0,2,42,0,6,51,0,7,0,1,0,40,0,0,0,0,0,11,37,242,135,0,27,0,0,25,0,113
2023-06-26 12:11:15.252,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,2,2,2,2,0,1,0,0,2,0,2,42,0,6,51,0,7,0,1,0,40,0,0,0,0,0,11,37,242,136,0,27,0,0,25,0,113
2023-06-26 12:11:35.054,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,2,2,2,2,0,1,0,0,2,0,2,42,0,6,51,0,7,0,1,0,40,0,0,0,0,0,11,37,242,136,0,28,0,0,25,0,113
2023-06-26 12:11:35.054,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,2,2,2,2,0,1,0,0,2,0,2,42,0,6,51,0,7,0,1,0,40,0,0,0,0,0,11,37,242,136,0,28,0,0,26,0,113
2023-06-26 12:11:39.72,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,2,2,2,2,0,1,0,0,2,0,2,42,0,6,51,0,7,0,1,0,40,0,0,0,0,0,11,38,242,136,0,28,0,0,26,0,113
2023-06-26 12:12:21.351,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,2,2,2,2,0,1,0,0,2,0,2,42,0,6,51,0,7,0,1,0,40,0,0,0,0,0,11,38,243,136,0,28,0,0,26,0,113
2023-06-26 12:12:21.354,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,2,2,2,2,0,1,0,0,2,0,2,42,0,6,51,0,7,0,1,0,40,0,0,0,0,0,11,38,243,137,0,28,0,0,26,0,113
2023-06-26 12:12:21.418,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,2,2,2,2,0,1,0,0,2,0,2,42,0,6,51,0,7,0,1,0,40,0,0,0,0,0,11,39,243,137,0,28,0,0,26,0,113
2023-06-26 12:12:32.563,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,2,2,2,2,0,1,0,0,2,0,2,42,0,6,51,0,7,0,1,0,40,0,0,0,0,0,11,39,244,137,0,28,0,0,26,0,113
2023-06-26 12:12:32.566,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,2,2,2,2,0,1,0,0,2,0,2,42,0,6,51,0,7,0,1,0,40,0,0,0,0,0,11,39,244,138,0,28,0,0,26,0,113
2023-06-26 12:12:33.157,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,2,2,2,2,0,1,0,0,2,0,2,42,0,6,51,0,7,0,1,0,40,0,0,0,0,0,11,39,245,138,0,28,0,0,26,0,113
2023-06-26 12:12:33.159,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,2,2,2,2,0,1,0,0,2,0,2,42,0,6,51,0,7,0,1,0,40,0,0,0,0,0,11,39,245,139,0,28,0,0,26,0,113
2023-06-26 12:13:16.019,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,2,2,2,2,0,1,0,0,2,0,2,42,0,6,51,0,7,0,1,0,40,0,0,0,0,0,11,40,245,139,0,28,0,0,26,0,113
2023-06-26 12:13:45.149,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,2,2,2,2,0,1,0,0,2,0,2,42,0,6,51,0,7,0,1,0,40,0,0,0,0,0,11,40,246,139,0,28,0,0,26,0,113
2023-06-26 12:13:45.152,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,2,2,2,2,0,1,0,0,2,0,2,42,0,6,51,0,7,0,1,0,40,0,0,0,0,0,11,40,246,140,0,28,0,0,26,0,113
2023-06-26 12:14:53.779,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,2,2,2,2,0,1,0,0,2,0,2,42,0,6,51,0,7,0,1,0,40,0,0,0,0,0,11,40,246,140,0,28,0,0,26,0,113
2023-06-26 12:14:53.784,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,2,2,2,2,0,1,0,0,2,0,2,42,0,6,51,0,7,0,1,0,40,0,0,0,0,0,11,40,246,140,0,28,0,0,26,0,113
2023-06-26 12:14:53.787,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,2,2,2,2,0,1,0,0,2,0,2,42,0,6,51,0,7,0,1,0,40,0,0,0,0,0,11,40,246,140,0,28,0,0,26,0,113
2023-06-26 12:14:53.79,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,2,2,2,2,0,1,0,0,2,0,2,42,0,6,51,0,7,0,1,0,40,0,0,0,0,0,11,40,246,140,0,28,0,0,26,0,113
2023-06-26 12:14:53.792,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,2,2,2,2,0,1,0,0,2,0,2,42,0,6,51,0,7,0,1,0,40,0,0,0,0,0,11,40,246,140,0,28,0,0,26,0,114
2023-06-26 12:14:53.821,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,2,2,2,2,0,1,0,0,2,0,2,42,0,6,51,0,7,0,1,0,40,0,0,0,0,0,11,40,253,140,0,28,0,0,26,0,114
2023-06-26 12:14:53.832,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,2,2,2,2,0,1,0,0,2,0,2,42,0,6,51,0,7,0,1,0,40,0,0,0,0,0,11,40,253,141,0,28,0,0,26,0,114
2023-06-26 12:15:19.769,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,2,2,2,2,0,1,0,0,2,0,2,42,0,6,51,0,7,0,1,0,40,0,0,0,0,0,11,40,253,141,0,29,0,0,26,0,114
2023-06-26 12:15:19.77,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,2,2,2,2,0,1,0,0,2,0,2,42,0,6,51,0,7,0,1,0,40,0,0,0,0,0,11,40,253,141,0,29,0,0,27,0,114
2023-06-26 12:15:21.188,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,2,2,2,2,0,1,0,0,2,0,2,42,0,6,51,0,7,0,1,0,40,0,0,0,0,0,11,41,253,141,0,29,0,0,27,0,114
2023-06-26 12:15:34.845,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,2,2,2,2,0,1,0,0,2,0,2,42,0,6,51,0,7,0,1,0,40,0,0,0,0,0,11,41,254,141,0,29,0,0,27,0,114
2023-06-26 12:15:34.847,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,2,2,2,2,0,1,0,0,2,0,2,42,0,6,51,0,7,0,1,0,40,0,0,0,0,0,11,41,254,142,0,29,0,0,27,0,114
2023-06-26 12:18:22.319,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,2,2,2,2,0,1,0,0,2,0,2,42,0,6,51,0,7,0,1,0,40,0,0,0,0,0,11,41,255,142,0,29,0,0,27,0,114
2023-06-26 12:18:22.321,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,2,2,2,2,0,1,0,0,2,0,2,42,0,6,51,0,7,0,1,0,40,0,0,0,0,0,11,41,255,143,0,29,0,0,27,0,114
2023-06-26 12:26:32.574,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,2,2,2,2,0,1,0,0,2,0,2,42,0,6,51,0,7,0,1,0,40,0,0,0,0,0,11,41,255,143,0,29,0,0,27,0,117
2023-06-26 12:26:32.579,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,2,2,2,2,0,1,0,0,2,0,2,42,0,6,51,0,8,0,1,0,40,0,0,0,0,0,11,41,256,143,0,29,0,0,27,0,117
2023-06-26 12:26:32.592,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,2,2,2,2,0,1,0,0,2,0,2,42,0,6,51,0,8,0,1,0,40,0,0,0,0,0,11,41,256,143,0,29,0,0,27,0,117
2023-06-26 12:26:32.594,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,2,2,2,2,0,1,0,0,2,0,2,42,0,6,51,0,8,0,1,0,40,0,0,0,0,0,11,41,256,144,0,29,0,0,27,0,117
